hours_studied,attendance,parent_education,extra_activities,st1,st2,put,course_done,course_score,class_test_performance,final_grade
3.9,87.7,none,no,56.1,28.5,98.7,yes,63.1,1.1,60.3
0.0,51.6,high_school,yes,94.7,93.0,30.3,no,0.0,7.3,56.5
9.6,54.9,master,yes,64.6,97.1,74.2,no,0.0,0.8,62.9
4.2,51.1,high_school,yes,30.2,26.3,93.0,yes,64.8,6.4,56.7
9.5,89.6,none,yes,1.4,8.6,23.5,no,0.0,2.7,21.0
7.0,74.0,bachelor,yes,6.5,67.8,3.0,no,0.0,4.3,27.3
4.7,58.8,high_school,yes,65.7,95.9,87.6,no,0.0,7.2,71.1
2.0,63.4,master,yes,23.5,44.8,0.2,yes,94.9,8.4,35.8
4.4,97.6,none,yes,71.6,74.3,28.7,yes,83.9,4.6,57.9
4.7,58.2,master,yes,32.1,63.9,40.7,no,0.0,3.7,40.4
9.8,88.4,bachelor,no,67.6,40.8,96.1,yes,84.1,8.8,77.0
3.3,67.9,none,no,75.4,86.2,16.4,yes,73.7,9.2,58.9
9.8,57.3,master,yes,85.1,57.4,97.7,yes,93.0,4.0,78.9
8.2,94.0,high_school,yes,57.5,25.5,55.0,yes,89.6,6.8,57.7
7.9,74.5,master,no,54.8,39.5,65.7,no,0.0,2.2,48.4
3.5,70.4,high_school,yes,64.0,45.4,83.4,yes,88.6,8.9,69.9
9.7,90.0,none,yes,91.6,69.5,30.7,no,0.0,3.0,53.8
2.1,81.9,bachelor,yes,1.6,29.6,20.7,yes,62.7,4.5,28.4
1.2,97.2,none,yes,69.8,30.0,38.8,yes,72.2,6.2,50.5
9.2,81.8,high_school,no,97.7,50.0,35.1,no,0.0,7.0,55.8
8.6,69.2,high_school,no,68.9,62.0,35.1,no,0.0,9.9,54.4
3.8,98.1,high_school,no,25.2,9.2,24.5,yes,78.2,7.5,36.4
2.4,99.2,high_school,no,31.0,77.7,85.5,yes,84.5,0.9,62.9
6.8,79.7,high_school,no,6.9,18.1,27.5,no,0.0,8.0,28.6
5.4,86.2,master,yes,69.8,49.1,90.2,no,0.0,8.5,66.4
0.4,80.1,none,yes,68.7,96.9,7.7,no,0.0,4.9,44.5
0.1,88.8,bachelor,no,4.4,18.3,34.0,no,0.0,2.3,21.5
4.4,85.0,high_school,yes,16.4,13.2,97.9,yes,77.5,3.7,53.2
7.0,51.0,master,yes,41.9,3.4,43.6,no,0.0,0.7,28.9
0.9,93.9,master,no,40.1,91.9,90.7,yes,64.8,1.6,66.8
5.7,83.2,none,no,55.7,47.8,97.1,yes,83.3,1.2,66.4
0.4,60.1,master,yes,74.7,39.1,37.2,yes,64.5,6.7,50.3
5.9,50.4,bachelor,no,92.1,86.1,80.1,yes,86.6,4.8,78.6
2.1,58.6,high_school,yes,66.7,85.8,14.5,yes,79.1,9.9,56.6
0.7,58.2,none,no,93.8,82.8,40.6,no,0.0,0.4,51.2
3.2,69.7,bachelor,no,39.1,60.6,86.7,yes,79.2,9.5,68.5
5.1,70.3,bachelor,yes,59.9,28.8,77.3,no,0.0,6.0,53.0
4.2,78.1,bachelor,yes,37.0,39.3,46.5,no,0.0,3.0,38.2
5.4,66.4,master,no,51.1,38.6,87.1,yes,78.8,0.9,58.9
4.9,67.1,high_school,no,62.9,93.4,87.5,yes,72.5,9.1,79.7
9.1,78.3,master,no,19.2,33.5,67.6,no,0.0,2.6,41.9
4.2,83.0,bachelor,no,19.0,68.6,71.3,no,0.0,2.0,47.2
4.6,76.0,high_school,no,63.9,20.6,79.0,no,0.0,1.8,48.5
6.5,74.8,bachelor,no,48.4,27.1,56.8,no,0.0,1.5,40.6
6.1,62.6,none,no,0.3,18.9,93.4,no,0.0,4.5,42.5
9.9,79.2,master,no,19.9,5.1,42.8,no,0.0,6.0,32.7
4.8,69.3,high_school,yes,18.1,36.1,80.1,yes,61.6,0.7,47.6
1.1,76.8,bachelor,yes,92.6,68.7,20.5,yes,60.4,3.4,52.2
6.2,63.9,none,yes,23.0,61.8,57.1,no,0.0,9.3,49.7
3.5,61.8,high_school,no,76.2,17.2,96.6,no,0.0,2.0,54.5
6.2,97.7,high_school,no,81.0,12.5,24.6,no,0.0,2.2,36.3
4.6,58.3,bachelor,yes,27.9,0.3,67.1,no,0.0,5.8,36.8
6.0,69.3,bachelor,yes,10.0,8.2,71.2,no,0.0,1.5,33.0
8.9,92.5,none,yes,54.1,27.2,88.2,no,0.0,4.4,56.2
8.8,67.1,high_school,no,50.8,38.8,44.2,yes,74.9,7.0,53.4
6.0,84.9,none,yes,78.8,20.7,31.4,no,0.0,2.7,39.3
7.1,94.9,none,no,96.1,68.6,56.3,yes,78.1,8.0,73.9
3.9,67.3,none,yes,49.1,72.4,90.9,yes,77.5,3.5,68.1
2.7,95.6,master,no,15.8,21.9,58.5,yes,93.8,9.8,50.4
3.6,88.0,high_school,yes,9.2,69.5,5.0,yes,81.0,2.6,34.1
1.5,57.1,none,no,87.1,18.6,40.9,yes,80.8,2.3,47.4
0.9,52.6,bachelor,no,54.8,94.2,89.5,yes,60.7,9.6,75.4
6.0,53.9,high_school,no,81.7,17.9,12.4,no,0.0,5.5,34.8
3.7,58.9,bachelor,yes,78.7,32.5,17.2,no,0.0,5.1,37.3
0.2,75.2,high_school,no,13.5,4.8,15.6,yes,69.7,6.1,25.3
3.7,89.2,none,yes,45.5,71.0,71.3,yes,85.6,7.5,67.1
0.7,68.9,high_school,no,46.1,79.9,67.8,no,0.0,5.5,54.8
7.3,94.4,none,no,78.6,57.7,83.8,no,0.0,7.5,68.3
5.2,70.4,none,yes,80.5,20.7,60.0,no,0.0,8.4,52.8
1.2,95.2,none,no,30.0,2.4,48.7,yes,68.6,7.8,41.1
7.5,72.5,bachelor,no,39.6,14.2,90.1,no,0.0,2.5,47.7
4.0,85.6,master,yes,46.3,41.6,5.1,yes,95.9,9.2,44.2
3.0,52.7,none,no,88.7,87.2,7.8,no,0.0,3.5,45.2
5.1,73.9,none,yes,35.2,19.3,92.2,yes,60.4,1.0,51.8
7.4,78.1,high_school,yes,51.0,63.1,37.1,no,0.0,4.0,45.6
8.0,73.0,master,no,36.8,80.1,58.6,no,0.0,7.6,56.2
4.3,75.7,high_school,yes,93.3,37.8,66.1,no,0.0,7.3,59.3
6.4,57.2,bachelor,yes,61.7,27.6,22.0,yes,72.1,9.5,47.2
1.9,78.5,none,yes,42.7,56.8,99.0,yes,60.0,0.7,61.2
8.6,63.3,none,yes,21.9,91.5,16.6,no,0.0,1.1,36.2
6.7,90.6,master,no,85.1,95.6,25.8,no,0.0,6.3,58.1
3.3,57.8,master,yes,22.6,2.2,48.3,no,0.0,9.4,33.4
3.0,98.6,none,yes,95.2,30.0,86.3,yes,93.0,5.6,72.3
8.4,60.9,bachelor,no,90.5,92.6,69.7,no,0.0,4.1,68.9
4.0,78.3,master,yes,24.2,62.3,94.8,yes,91.0,9.3,70.1
0.6,70.3,none,yes,41.4,97.8,33.4,no,0.0,1.2,42.9
2.4,94.0,none,no,58.8,40.5,84.9,no,0.0,2.4,53.6
8.0,66.8,master,no,85.3,10.1,8.2,yes,66.0,4.3,39.8
9.0,96.7,bachelor,yes,0.2,17.8,13.3,no,0.0,6.8,23.7
9.2,85.0,high_school,yes,16.5,31.0,10.0,yes,99.5,6.1,37.4
8.2,59.6,bachelor,no,82.4,49.0,26.7,no,0.0,6.2,47.6
5.3,91.6,master,yes,6.5,60.6,26.0,yes,79.9,2.2,38.6
2.8,69.7,master,yes,69.5,81.0,35.9,no,0.0,2.9,48.7
7.1,70.1,bachelor,no,66.6,21.1,46.1,yes,61.5,0.6,45.2
8.8,57.4,none,yes,14.9,7.3,77.0,no,0.0,5.8,40.6
7.2,71.8,high_school,no,93.7,21.0,47.3,yes,74.6,3.9,55.7
3.5,52.4,master,no,18.7,49.8,65.8,no,0.0,7.8,45.6
8.6,72.5,master,no,65.8,95.8,75.2,yes,60.3,7.8,76.6
9.5,70.8,none,no,14.8,88.4,24.0,no,0.0,9.6,45.7
9.1,86.0,none,yes,77.1,63.2,71.1,no,0.0,3.4,61.6
1.0,88.6,bachelor,yes,14.8,68.0,85.8,no,0.0,5.3,52.5
8.9,99.7,bachelor,no,77.0,73.1,3.9,no,0.0,5.4,46.0
7.6,52.2,master,yes,40.7,62.7,79.2,no,0.0,8.3,59.1
4.2,73.2,bachelor,no,83.5,22.3,26.5,yes,92.7,6.7,50.8
5.8,69.7,high_school,yes,4.1,95.2,44.9,no,0.0,0.0,39.7
0.5,53.8,master,no,1.6,86.9,73.3,no,0.0,7.7,50.3
6.6,74.8,bachelor,no,78.0,85.5,92.6,no,0.0,5.6,73.1
3.3,77.3,bachelor,yes,68.5,8.0,64.7,no,0.0,0.2,40.4
1.3,87.5,master,yes,65.7,67.2,41.6,no,0.0,2.0,46.1
1.6,54.9,master,no,99.8,69.2,63.9,yes,99.3,8.7,75.1
8.5,50.2,bachelor,yes,77.9,79.4,94.4,yes,64.5,4.5,77.5
1.2,88.3,none,yes,48.1,61.4,78.5,no,0.0,7.9,58.4
3.5,69.4,bachelor,no,72.5,91.1,62.0,yes,99.7,1.6,68.1
3.4,76.1,bachelor,no,99.1,75.7,35.1,no,0.0,8.5,59.5
7.9,71.6,none,yes,16.8,62.1,48.3,yes,99.0,7.4,55.1
8.3,96.7,none,no,38.7,64.3,19.9,yes,61.5,1.9,43.6
5.7,50.9,master,no,41.6,83.8,97.0,no,0.0,0.9,60.5
8.4,79.7,high_school,yes,47.3,55.4,55.2,no,0.0,1.2,46.5
8.1,89.3,master,yes,31.2,82.2,29.3,yes,62.2,3.0,49.2
9.6,56.8,master,no,99.9,28.1,85.0,yes,99.0,3.6,72.2
5.0,86.9,none,yes,2.6,28.5,18.5,yes,94.8,9.3,37.4
6.0,92.6,master,yes,9.5,26.4,33.4,yes,67.3,2.1,33.7
8.0,61.6,master,no,84.1,55.0,54.1,yes,92.5,5.5,65.9
5.8,84.5,master,no,10.0,40.4,93.1,no,0.0,9.2,54.3
4.2,82.9,master,yes,13.7,9.4,94.5,yes,64.3,4.8,50.4
4.7,68.1,high_school,no,15.9,94.0,89.5,yes,63.3,1.7,62.6
6.5,78.5,high_school,yes,47.0,72.9,12.7,yes,99.6,0.1,45.0
5.2,63.7,bachelor,no,54.8,5.9,21.1,no,0.0,1.9,26.2
5.3,67.2,none,no,91.1,28.8,24.9,yes,88.3,2.5,48.8
6.1,50.1,high_school,no,59.1,74.7,69.1,yes,92.6,5.8,68.1
9.7,62.4,high_school,yes,99.8,74.5,73.1,no,0.0,1.3,66.1
2.2,98.0,high_school,yes,71.7,83.0,1.4,yes,73.7,4.5,49.2
1.5,82.4,high_school,no,32.5,41.1,66.0,no,0.0,4.4,43.8
2.0,81.8,bachelor,no,35.3,87.0,85.8,yes,79.6,9.5,72.8
4.4,62.6,none,no,15.9,78.1,83.4,no,0.0,5.2,54.4
2.0,55.5,master,yes,28.3,17.7,76.9,no,0.0,7.9,43.9
5.3,79.3,master,no,64.4,44.9,68.8,no,0.0,8.4,57.5
9.6,63.5,none,yes,43.8,13.3,78.1,no,0.0,3.8,46.6
9.9,77.6,bachelor,yes,26.8,37.1,25.5,yes,70.9,6.6,43.0
8.0,87.3,high_school,yes,56.7,88.5,24.1,no,0.0,2.5,47.1
2.4,97.9,bachelor,no,97.7,0.3,95.9,no,0.0,7.7,62.2
7.7,71.0,master,yes,48.1,18.7,73.3,no,0.0,2.5,45.2
8.0,79.3,none,no,9.6,47.2,19.6,yes,73.0,8.6,41.1
3.6,87.9,master,no,22.8,95.8,1.6,yes,64.1,9.0,45.8
2.3,93.3,bachelor,no,41.2,99.6,7.3,no,0.0,7.2,43.4
2.2,60.7,master,yes,3.7,1.2,58.7,yes,99.7,6.4,39.1
8.9,94.7,high_school,no,92.4,61.2,9.4,no,0.0,7.9,50.6
5.4,81.5,bachelor,yes,47.6,27.7,16.7,yes,97.0,4.9,41.4
9.9,89.8,master,yes,8.9,58.3,92.5,no,0.0,0.0,50.6
7.0,96.7,none,yes,2.7,9.8,62.7,yes,86.7,1.9,40.2
8.2,61.7,high_school,yes,19.6,20.9,13.3,no,0.0,0.6,19.9
4.5,80.9,high_school,yes,72.6,72.4,36.7,no,0.0,8.3,54.6
4.3,84.4,bachelor,no,37.8,17.1,3.5,yes,87.4,8.9,36.0
1.1,88.2,bachelor,yes,15.4,10.8,22.9,yes,70.6,5.2,29.3
5.5,83.9,master,no,15.7,99.7,53.3,yes,98.1,4.2,60.0
6.1,89.7,master,no,26.0,21.4,73.3,yes,67.9,3.0,48.8
7.7,73.2,high_school,yes,79.7,12.7,5.4,yes,82.4,3.9,39.8
6.5,85.6,bachelor,yes,51.8,53.9,23.2,yes,69.6,0.5,43.1
8.6,77.2,high_school,yes,53.9,8.4,52.5,yes,70.4,3.3,46.7
1.4,58.9,none,no,85.0,20.5,80.3,yes,88.0,0.9,58.5
1.5,72.1,none,yes,73.8,32.2,16.5,no,0.0,9.9,40.4
3.4,51.7,high_school,yes,77.5,69.1,86.3,yes,63.3,1.6,67.4
7.4,81.9,high_school,yes,68.8,48.1,80.5,no,0.0,7.8,63.1
5.4,68.6,high_school,yes,98.8,31.3,67.2,no,0.0,7.5,59.8
2.6,54.3,bachelor,no,28.7,52.2,76.8,yes,67.0,7.6,57.5
5.0,89.4,master,no,46.9,50.7,46.7,yes,84.0,0.0,48.9
2.6,62.3,master,no,8.9,72.4,27.5,yes,76.2,5.6,42.1
2.4,57.5,master,yes,99.1,37.0,4.9,no,0.0,8.2,41.0
7.9,68.8,high_school,yes,62.5,5.3,20.8,no,0.0,6.0,33.2
6.1,73.0,master,yes,77.2,77.9,95.3,yes,65.0,0.6,73.4
8.0,96.4,none,no,83.5,12.4,55.6,yes,70.5,7.3,59.0
9.6,82.2,none,no,88.0,24.9,19.4,yes,81.1,0.6,46.0
2.7,57.7,high_school,yes,69.7,61.9,29.5,yes,80.9,6.5,54.0
6.7,65.4,master,yes,2.1,87.9,75.6,yes,74.7,7.3,62.1
5.3,60.7,master,no,8.2,87.3,82.2,no,0.0,9.5,58.9
6.3,57.8,master,no,86.6,4.2,40.3,yes,88.8,3.7,48.9
5.4,59.3,bachelor,yes,66.9,47.0,30.8,no,0.0,8.6,46.3
5.1,98.0,high_school,yes,73.1,36.8,55.6,yes,93.2,2.8,58.2
7.3,56.7,high_school,no,3.8,68.7,5.8,no,0.0,2.4,25.1
9.2,60.4,master,yes,82.9,25.8,31.5,yes,75.8,2.2,48.6
1.4,55.1,high_school,no,52.6,72.1,78.7,yes,84.3,2.0,62.4
5.9,81.5,bachelor,no,21.7,40.5,32.3,yes,61.6,4.1,39.4
0.3,53.8,high_school,no,75.8,32.7,38.9,no,0.0,9.6,45.8
8.6,88.9,high_school,yes,91.2,20.9,2.7,yes,83.4,3.3,43.6
4.2,77.5,high_school,yes,68.8,33.4,63.7,no,0.0,2.6,48.1
2.8,99.0,high_school,no,91.7,88.2,68.0,no,0.0,3.7,66.4
7.9,56.7,high_school,yes,31.1,7.1,12.3,no,0.0,1.1,19.2
2.9,61.6,none,no,83.8,58.7,75.7,no,0.0,1.9,57.6
8.1,57.9,bachelor,yes,7.4,45.1,33.5,no,0.0,0.8,28.3
2.6,51.8,master,yes,52.0,40.7,74.7,no,0.0,6.3,51.1
7.8,66.9,none,no,42.9,96.6,74.4,yes,64.7,1.3,65.2
7.8,50.9,high_school,yes,87.5,5.5,88.5,no,0.0,3.9,55.5
8.8,54.4,high_school,no,15.4,45.6,32.0,yes,64.0,1.8,37.1
2.2,94.9,master,yes,81.7,50.9,18.3,yes,79.4,8.5,54.3
4.2,78.1,bachelor,yes,98.4,83.1,29.0,yes,64.6,3.0,60.5
5.5,89.7,none,yes,34.3,23.7,86.3,yes,76.3,2.1,54.5
6.5,80.7,high_school,yes,10.2,37.1,69.1,yes,84.2,0.5,46.4
3.7,78.2,high_school,no,28.6,18.2,1.6,no,0.0,9.9,25.5
5.8,58.3,none,no,87.0,65.7,83.0,no,0.0,0.9,62.2
5.2,57.3,master,no,63.7,56.9,14.7,yes,71.8,7.7,48.9
8.9,78.5,bachelor,yes,89.1,10.8,83.9,yes,71.8,1.4,62.1
9.7,70.2,high_school,no,62.2,2.3,55.8,yes,75.9,1.2,46.8
7.6,98.6,high_school,no,17.4,21.6,56.2,yes,80.8,2.2,43.7
6.7,80.1,master,yes,89.9,52.0,65.7,yes,93.4,9.8,74.6
8.3,94.9,none,yes,98.2,90.2,56.6,no,0.0,3.4,67.0
5.5,92.4,bachelor,no,59.1,35.9,67.7,no,0.0,6.6,53.3
0.9,77.5,none,no,40.7,7.3,82.9,yes,82.5,8.1,55.1
1.0,91.5,bachelor,yes,80.7,31.4,33.7,yes,70.1,1.9,46.5
2.7,77.1,bachelor,no,85.0,27.2,89.9,yes,93.3,1.6,65.5
7.5,50.0,none,no,90.7,38.9,99.8,yes,93.3,7.6,79.0
5.0,53.8,bachelor,no,82.4,82.3,2.5,yes,75.0,0.6,47.0
6.5,54.0,high_school,no,5.4,40.8,17.7,yes,94.9,9.5,39.5
6.4,81.3,high_school,no,22.1,28.0,1.7,no,0.0,4.4,22.2
6.0,69.5,high_school,no,88.5,72.6,76.3,no,0.0,6.7,68.3
6.0,67.2,high_school,no,72.5,82.6,92.3,yes,99.3,5.7,80.7
9.3,53.3,master,yes,39.7,52.4,53.4,yes,98.8,2.0,53.6
4.5,54.5,bachelor,no,35.8,93.1,20.3,no,0.0,1.1,37.9
5.4,54.0,high_school,yes,85.0,89.9,16.4,yes,63.1,1.6,53.2
3.8,60.9,none,yes,82.5,98.0,31.8,no,0.0,5.0,55.6
5.7,67.2,high_school,yes,21.8,7.4,66.8,no,0.0,3.1,35.2
5.9,86.3,bachelor,no,4.8,86.4,29.4,yes,98.9,0.9,45.1
2.8,99.7,bachelor,no,20.5,25.0,10.2,no,0.0,5.3,23.8
9.3,95.3,none,yes,91.5,7.5,83.4,yes,95.1,8.9,72.6
5.9,91.4,high_school,yes,26.1,93.1,42.0,no,0.0,7.3,51.3
4.9,86.6,none,yes,75.8,86.7,23.2,yes,95.1,8.5,64.2
1.8,84.1,master,no,2.9,22.9,75.0,yes,79.7,7.0,47.7
5.4,81.8,none,yes,45.4,70.0,40.3,no,0.0,2.4,44.4
4.1,89.0,bachelor,yes,36.5,0.2,54.1,yes,86.4,1.7,40.4
2.2,67.5,bachelor,yes,99.2,67.9,66.0,yes,91.1,5.4,72.2
4.5,55.2,master,no,56.9,73.2,52.3,yes,62.9,5.7,58.7
3.3,69.9,none,yes,55.8,53.4,68.2,yes,77.2,6.1,61.3
2.9,77.3,high_school,yes,12.7,91.9,85.1,yes,98.1,6.9,68.5
2.3,92.1,none,no,50.7,29.2,13.0,no,0.0,8.5,34.1
6.1,77.7,high_school,yes,28.4,45.2,54.6,no,0.0,9.6,47.6
7.5,51.8,none,yes,35.7,17.9,89.5,no,0.0,4.5,48.4
4.8,77.0,bachelor,yes,93.4,45.2,38.0,yes,98.5,0.6,55.8
6.3,98.7,none,no,38.4,15.0,62.4,no,0.0,5.1,42.6
7.2,57.7,bachelor,no,51.6,19.6,99.4,yes,91.6,5.3,65.0
6.8,50.0,bachelor,yes,36.9,69.6,88.3,no,0.0,7.6,61.3
3.9,86.4,master,no,56.9,3.1,12.5,no,0.0,9.0,31.0
1.8,87.3,master,no,25.1,93.4,39.3,no,0.0,2.0,42.8
3.5,90.8,master,yes,63.8,63.4,13.3,no,0.0,7.9,43.6
8.3,61.1,bachelor,yes,34.0,16.4,8.0,no,0.0,1.9,21.6
7.6,86.1,none,yes,91.4,34.3,16.8,yes,76.1,5.9,51.8
8.7,61.1,master,yes,22.4,99.1,50.4,no,0.0,3.7,50.5
0.3,82.3,master,no,95.0,55.9,1.6,no,0.0,7.6,42.5
7.7,64.4,master,yes,0.8,30.7,62.3,yes,97.1,1.1,42.9
4.8,74.2,high_school,yes,52.2,70.5,58.2,no,0.0,7.9,56.0
0.9,68.2,none,no,8.8,29.4,10.8,no,0.0,2.0,16.7
2.2,58.7,bachelor,no,47.6,84.6,52.5,yes,92.0,4.5,59.9
3.2,50.8,master,yes,69.7,64.3,10.9,yes,61.4,3.5,43.9
4.6,80.8,high_school,no,56.1,60.5,83.5,no,0.0,0.1,54.8
3.6,61.8,master,no,16.3,13.7,33.1,no,0.0,4.2,25.0
9.6,93.2,none,no,53.9,28.0,86.3,yes,79.7,3.4,63.1
3.4,87.0,master,no,73.3,42.2,36.4,no,0.0,7.9,48.0
8.4,64.4,bachelor,no,95.8,91.0,96.8,no,0.0,9.9,83.7
0.3,96.6,high_school,yes,4.3,80.2,37.3,yes,83.5,8.8,50.2
0.7,61.8,high_school,no,86.8,6.9,0.6,no,0.0,4.8,27.2
5.2,81.7,none,yes,68.2,28.4,28.4,no,0.0,3.9,38.4
6.2,85.8,bachelor,no,96.3,69.0,93.7,no,0.0,4.5,73.1
6.4,72.1,master,no,15.0,0.6,36.6,yes,96.8,2.9,33.5
9.5,53.5,bachelor,yes,70.8,80.8,10.6,yes,67.6,0.6,48.3
2.0,57.2,high_school,no,62.4,5.9,73.8,yes,80.8,4.2,51.9
4.9,60.2,none,no,2.4,16.5,47.2,yes,86.6,1.8,33.9
1.8,67.5,none,no,26.0,97.3,56.2,no,0.0,4.8,50.6
3.8,93.1,high_school,no,14.2,9.0,81.7,no,0.0,3.8,39.5
6.6,62.1,high_school,no,5.3,86.9,71.8,yes,85.8,1.8,56.8
4.6,60.8,none,yes,92.6,65.5,96.7,yes,73.0,1.7,75.0
5.8,78.3,bachelor,no,88.2,95.5,73.3,no,0.0,6.6,72.1
5.9,82.0,bachelor,yes,23.6,16.7,65.3,yes,91.6,8.6,52.5
5.4,66.0,master,no,41.8,48.9,64.5,no,0.0,2.2,45.7
8.1,64.5,high_school,no,26.1,25.4,81.1,no,0.0,6.1,48.0
7.3,59.0,none,no,0.3,57.1,44.0,yes,62.2,2.5,40.0
9.0,73.4,none,yes,21.4,70.8,81.8,yes,83.2,5.6,65.1
9.1,62.2,bachelor,yes,81.2,75.3,9.9,no,0.0,4.0,45.9
7.9,93.1,bachelor,yes,3.8,4.4,76.1,no,0.0,6.1,39.2
9.4,94.2,none,no,68.4,69.3,72.2,no,0.0,6.7,65.3
3.6,61.8,none,yes,79.9,92.3,79.0,yes,68.1,2.8,72.6
3.0,96.1,high_school,no,10.9,6.6,83.5,yes,98.2,8.7,53.4
5.7,96.4,high_school,yes,77.9,64.3,16.7,no,0.0,6.6,47.7
0.9,59.9,master,yes,5.7,82.3,91.2,no,0.0,9.9,58.3
0.8,84.3,none,yes,60.9,11.5,39.8,yes,89.3,1.2,41.2
1.6,93.3,none,no,46.7,66.0,5.4,yes,64.6,3.8,39.9
1.0,95.7,high_school,yes,61.8,3.2,13.6,no,0.0,6.6,29.0
9.3,88.0,bachelor,yes,92.5,74.7,21.4,no,0.0,5.7,54.6
4.3,66.9,high_school,yes,45.5,87.7,81.1,yes,66.0,7.9,71.0
1.8,54.5,high_school,no,62.5,14.1,33.7,yes,83.1,3.3,40.7
1.3,79.8,none,yes,1.7,82.3,19.4,no,0.0,9.9,37.2
3.5,69.0,high_school,yes,80.5,21.5,66.7,no,0.0,1.3,46.9
6.9,74.8,high_school,yes,22.9,45.4,14.2,yes,77.0,3.6,36.4
3.3,68.3,master,yes,21.2,2.7,94.2,yes,61.0,9.9,54.1
9.3,71.1,master,yes,47.9,55.8,27.8,yes,84.0,0.6,46.3
7.2,98.2,none,no,86.2,2.2,22.8,yes,94.4,5.3,47.8
9.5,55.4,master,no,95.3,15.9,87.9,yes,68.9,7.1,70.1
2.9,62.5,high_school,yes,61.6,90.8,40.6,no,0.0,5.6,52.8
7.7,72.6,none,no,62.3,37.1,59.0,no,0.0,3.7,48.8
4.3,58.6,bachelor,no,48.0,10.6,83.7,no,0.0,4.6,46.5
0.0,52.2,high_school,yes,79.7,51.4,3.9,yes,92.2,7.4,46.6
4.1,61.5,none,no,27.6,94.3,48.9,no,0.0,5.2,49.4
5.4,75.8,master,no,10.7,59.3,86.8,yes,99.0,7.0,63.4
4.6,59.8,high_school,no,45.3,24.7,46.2,yes,73.3,9.7,50.2
8.1,64.4,master,no,30.0,80.1,17.5,yes,61.0,5.7,46.3
1.8,76.6,master,no,42.6,42.9,25.4,yes,68.2,5.6,41.9
3.3,100.0,bachelor,no,15.7,81.0,93.9,no,0.0,8.4,62.6
8.9,71.8,bachelor,yes,35.3,6.4,24.1,yes,88.0,4.8,37.2
0.3,99.0,none,no,42.6,31.1,33.0,yes,90.2,8.0,46.8
0.5,79.4,none,yes,91.4,3.7,74.9,no,0.0,5.9,51.6
5.4,97.1,high_school,no,57.4,31.5,66.8,yes,72.7,1.7,54.3
2.6,80.4,high_school,no,64.7,59.8,49.7,no,0.0,7.8,52.9
5.3,74.6,bachelor,yes,19.9,59.0,68.5,no,0.0,3.8,46.5
5.6,64.6,none,no,95.5,14.8,48.5,yes,79.4,5.7,56.3
2.5,91.5,master,no,18.3,73.7,96.7,no,0.0,5.8,59.0
9.1,99.8,none,yes,6.7,82.3,26.4,no,0.0,8.5,43.8
9.6,57.0,bachelor,no,5.1,46.1,90.4,yes,64.2,4.1,55.5
8.4,83.0,high_school,no,9.5,93.1,93.7,yes,69.4,6.8,70.7
7.5,78.6,none,yes,89.7,8.4,44.4,yes,89.2,5.4,54.9
6.3,98.2,high_school,yes,97.1,92.8,89.4,no,0.0,5.4,78.3
1.6,56.0,master,yes,57.1,44.0,50.7,no,0.0,9.3,48.3
5.4,53.1,high_school,no,54.0,41.9,32.0,yes,93.2,1.8,45.3
1.9,78.2,master,no,9.2,64.8,8.4,yes,80.4,5.0,35.2
8.2,63.5,bachelor,no,56.0,50.5,46.3,no,0.0,5.8,48.3
10.0,96.5,none,yes,26.7,58.9,22.9,yes,70.3,7.9,48.7
7.9,71.2,master,no,4.4,90.0,64.2,yes,79.5,6.7,60.3
8.1,77.7,bachelor,no,72.3,35.4,77.9,no,0.0,5.8,58.6
8.6,82.9,none,yes,29.3,4.5,60.5,no,0.0,7.0,40.4
2.8,80.5,none,yes,72.0,93.6,42.9,no,0.0,4.5,55.9
3.1,53.2,high_school,yes,56.1,10.2,14.2,no,0.0,5.8,27.5
2.4,81.5,master,yes,0.0,96.8,96.0,yes,70.6,4.0,64.5
7.0,61.4,high_school,no,13.7,25.9,48.0,no,0.0,6.0,34.9
0.7,51.1,high_school,yes,30.0,21.4,83.0,yes,74.3,7.6,53.1
6.0,90.7,bachelor,no,10.8,21.3,72.0,yes,73.7,9.8,52.7
0.4,62.7,high_school,no,33.2,83.0,2.2,yes,74.4,9.6,44.3
7.5,74.8,master,yes,61.6,42.9,65.0,yes,87.9,2.7,59.4
7.9,70.8,high_school,no,75.6,48.4,91.2,yes,90.9,1.3,70.0
2.6,76.9,high_school,yes,86.6,46.2,55.1,yes,70.9,4.4,59.7
4.1,92.4,high_school,yes,84.0,62.3,91.9,no,0.0,9.5,73.0
5.5,80.8,bachelor,no,69.6,55.0,31.2,no,0.0,5.7,46.8
6.9,93.3,master,no,58.8,97.9,80.4,yes,64.4,6.1,76.1
7.2,84.0,high_school,no,99.5,24.6,92.9,yes,74.1,0.7,68.6
0.8,84.1,high_school,yes,83.3,53.8,77.1,no,0.0,2.1,57.3
3.1,70.5,bachelor,yes,51.5,26.0,37.2,yes,75.2,0.1,39.4
0.2,82.8,master,yes,29.9,97.1,25.0,yes,71.7,3.8,48.1
3.8,93.3,none,no,49.8,5.0,78.9,no,0.0,1.6,42.8
8.2,96.6,master,no,86.5,49.0,44.3,yes,82.8,7.8,65.4
3.1,65.9,bachelor,yes,78.1,80.5,2.9,yes,69.7,7.8,52.2
2.6,70.2,none,yes,85.4,18.4,41.9,no,0.0,0.5,38.6
